[37;1m2026-06-03 15:29:09.561 [31;1m[[37;1mRTPS_TRANSPORT_SHM[31;1m Error] [37mFailed init_port fastrtps_port7419: open_and_lock_file failed[34;1m -> Function [36mopen_port_internal[m
[INFO] [1780500549.571302090] [microamp_factor_graph_tracking]: Using scenario_id=3
[INFO] [1780500549.577259215] [microamp_factor_graph_tracking]: Expanded factor graph node initialized.
[WARN] [1780500551.931503050] [microamp_factor_graph_tracking]: Graph not initialized yet, skipping USBL measurement
[INFO] [1780500551.936278466] [microamp_factor_graph_tracking]: Graph initialized with GNSS at NED (31.16, 2.26, -0.89)
[INFO] [1780500553.935141176] [microamp_factor_graph_tracking]: Processed GNSS at 1700000021.00, NED (56.34, 17.83, -4.11).
[INFO] [1780500554.034351676] [microamp_factor_graph_tracking]: Processed GNSS at 1700000022.00, NED (57.34, 15.56, -2.75).
[INFO] [1780500554.133970092] [microamp_factor_graph_tracking]: Processed GNSS at 1700000023.00, NED (56.27, 13.64, 0.18).
[INFO] [1780500554.233288301] [microamp_factor_graph_tracking]: Processed GNSS at 1700000024.00, NED (58.01, 12.40, -1.86).
[INFO] [1780500554.331825676] [microamp_factor_graph_tracking]: Processed GNSS at 1700000025.00, NED (57.65, 12.73, -1.44).
[INFO] [1780500554.431548967] [microamp_factor_graph_tracking]: Processed GNSS at 1700000026.00, NED (58.22, 10.47, -2.22).
[INFO] [1780500554.533353801] [microamp_factor_graph_tracking]: Processed GNSS at 1700000027.00, NED (59.76, 8.37, -0.19).
[INFO] [1780500554.631298509] [microamp_factor_graph_tracking]: Processed GNSS at 1700000028.00, NED (58.17, 4.20, 0.03).
[INFO] [1780500554.732262426] [microamp_factor_graph_tracking]: Processed GNSS at 1700000029.00, NED (59.02, 1.19, 2.17).
[INFO] [1780500554.832012051] [microamp_factor_graph_tracking]: Processed GNSS at 1700000030.00, NED (61.79, 1.69, 0.95).
[INFO] [1780500554.931536676] [microamp_factor_graph_tracking]: Processed GNSS at 1700000031.00, NED (59.16, -1.49, 2.58).
[INFO] [1780500555.031371593] [microamp_factor_graph_tracking]: Processed GNSS at 1700000032.00, NED (60.84, -0.14, 1.81).
[INFO] [1780500555.131411259] [microamp_factor_graph_tracking]: Processed GNSS at 1700000033.00, NED (58.89, -7.99, 2.83).
[INFO] [1780500555.232477593] [microamp_factor_graph_tracking]: Processed GNSS at 1700000034.00, NED (56.82, -6.13, -2.71).
[INFO] [1780500555.335287885] [microamp_factor_graph_tracking]: Processed GNSS at 1700000035.00, NED (58.49, -5.24, 1.99).
[INFO] [1780500555.433979801] [microamp_factor_graph_tracking]: Processed GNSS at 1700000036.00, NED (58.12, -6.52, 0.24).
[INFO] [1780500555.531454260] [microamp_factor_graph_tracking]: Processed GNSS at 1700000037.00, NED (59.63, -10.09, -2.30).
[INFO] [1780500555.631417760] [microamp_factor_graph_tracking]: Processed GNSS at 1700000038.00, NED (59.20, -9.20, -1.34).
[INFO] [1780500555.731389510] [microamp_factor_graph_tracking]: Processed GNSS at 1700000039.00, NED (58.42, -11.55, 2.18).
[INFO] [1780500555.832297010] [microamp_factor_graph_tracking]: Processed GNSS at 1700000040.00, NED (57.17, -17.10, 0.17).
[INFO] [1780500555.931345760] [microamp_factor_graph_tracking]: Processed GNSS at 1700000041.00, NED (56.17, -17.71, -2.01).
[INFO] [1780500556.032886677] [microamp_factor_graph_tracking]: Processed GNSS at 1700000042.00, NED (55.39, -17.31, -3.78).
[INFO] [1780500556.132531510] [microamp_factor_graph_tracking]: Processed GNSS at 1700000043.00, NED (54.12, -19.10, 0.99).
[INFO] [1780500556.233123427] [microamp_factor_graph_tracking]: Processed GNSS at 1700000044.00, NED (55.35, -18.78, 0.20).
[INFO] [1780500556.332262052] [microamp_factor_graph_tracking]: Processed GNSS at 1700000045.00, NED (53.29, -21.23, -0.38).
[INFO] [1780500556.432189927] [microamp_factor_graph_tracking]: Processed GNSS at 1700000046.00, NED (52.04, -20.32, 2.06).
[INFO] [1780500556.531438885] [microamp_factor_graph_tracking]: Processed GNSS at 1700000047.00, NED (50.29, -19.54, -4.04).
[INFO] [1780500556.631297677] [microamp_factor_graph_tracking]: Processed GNSS at 1700000048.00, NED (54.20, -19.73, 0.53).
[INFO] [1780500556.733825635] [microamp_factor_graph_tracking]: Processed GNSS at 1700000049.00, NED (47.43, -19.70, 0.72).
[INFO] [1780500556.832160469] [microamp_factor_graph_tracking]: Processed GNSS at 1700000050.00, NED (44.17, -18.82, -1.37).
[INFO] [1780500556.931433635] [microamp_factor_graph_tracking]: Processed GNSS at 1700000051.00, NED (42.84, -21.27, -1.91).
[INFO] [1780500557.031487385] [microamp_factor_graph_tracking]: Processed GNSS at 1700000052.00, NED (45.44, -14.59, 0.64).
[INFO] [1780500557.131754802] [microamp_factor_graph_tracking]: Processed GNSS at 1700000053.00, NED (47.03, -15.43, 0.42).
[INFO] [1780500557.231319427] [microamp_factor_graph_tracking]: Processed GNSS at 1700000054.00, NED (43.35, -18.34, -0.85).
[INFO] [1780500557.332709844] [microamp_factor_graph_tracking]: Processed GNSS at 1700000055.00, NED (38.85, -13.64, 2.82).
[INFO] [1780500557.431340136] [microamp_factor_graph_tracking]: Processed GNSS at 1700000056.00, NED (39.49, -11.63, -1.03).
[INFO] [1780500557.532861136] [microamp_factor_graph_tracking]: Processed GNSS at 1700000057.00, NED (41.74, -9.99, 0.84).
[INFO] [1780500557.675930136] [microamp_factor_graph_tracking]: Processed GNSS at 1700000058.00, NED (37.97, -9.14, -4.04).
[INFO] [1780500557.736018011] [microamp_factor_graph_tracking]: Processed GNSS at 1700000059.00, NED (36.41, -6.93, -1.41).
[INFO] [1780500557.833309052] [microamp_factor_graph_tracking]: Processed GNSS at 1700000060.00, NED (31.98, -4.17, 0.78).
[INFO] [1780500557.931442136] [microamp_factor_graph_tracking]: Processed GNSS at 1700000061.00, NED (32.30, -0.76, -1.35).
[INFO] [1780500558.031363011] [microamp_factor_graph_tracking]: Processed GNSS at 1700000062.00, NED (29.56, 0.54, 1.25).
[INFO] [1780500558.133387261] [microamp_factor_graph_tracking]: Processed GNSS at 1700000063.00, NED (30.29, -0.43, -0.98).
[INFO] [1780500558.232611594] [microamp_factor_graph_tracking]: Processed GNSS at 1700000064.00, NED (26.12, 2.95, 3.04).
[INFO] [1780500558.345657344] [microamp_factor_graph_tracking]: Processed GNSS at 1700000065.00, NED (24.53, 5.50, 0.92).
[INFO] [1780500558.431676094] [microamp_factor_graph_tracking]: Processed GNSS at 1700000066.00, NED (25.04, 7.31, -2.04).
[INFO] [1780500558.531663678] [microamp_factor_graph_tracking]: Processed GNSS at 1700000067.00, NED (24.22, 8.33, 0.64).
[INFO] [1780500558.632506094] [microamp_factor_graph_tracking]: Processed GNSS at 1700000068.00, NED (21.72, 12.63, -0.25).
[INFO] [1780500558.733507344] [microamp_factor_graph_tracking]: Processed GNSS at 1700000069.00, NED (19.27, 11.24, -0.41).
[INFO] [1780500558.835444678] [microamp_factor_graph_tracking]: Processed GNSS at 1700000070.00, NED (17.98, 14.57, 1.17).
[INFO] [1780500558.932259720] [microamp_factor_graph_tracking]: Processed GNSS at 1700000071.00, NED (16.75, 15.07, -0.81).
[INFO] [1780500559.031783595] [microamp_factor_graph_tracking]: Processed GNSS at 1700000072.00, NED (15.93, 13.88, 0.72).
[INFO] [1780500559.132597386] [microamp_factor_graph_tracking]: Processed GNSS at 1700000073.00, NED (15.12, 14.39, -0.60).
[INFO] [1780500559.232304011] [microamp_factor_graph_tracking]: Processed GNSS at 1700000074.00, NED (14.55, 18.92, 0.99).
[INFO] [1780500559.335499886] [microamp_factor_graph_tracking]: Processed GNSS at 1700000075.00, NED (11.97, 16.95, -1.38).
[INFO] [1780500559.434865553] [microamp_factor_graph_tracking]: Processed GNSS at 1700000076.00, NED (10.08, 19.37, 0.19).
[INFO] [1780500559.532267428] [microamp_factor_graph_tracking]: Processed GNSS at 1700000077.00, NED (12.06, 18.56, 2.26).
[INFO] [1780500559.632505387] [microamp_factor_graph_tracking]: Processed GNSS at 1700000078.00, NED (9.32, 20.06, 4.34).
[INFO] [1780500559.732749595] [microamp_factor_graph_tracking]: Processed GNSS at 1700000079.00, NED (6.92, 22.97, -1.69).
[INFO] [1780500559.833440012] [microamp_factor_graph_tracking]: Processed GNSS at 1700000080.00, NED (8.96, 20.02, -2.83).
[INFO] [1780500559.932374178] [microamp_factor_graph_tracking]: Processed GNSS at 1700000081.00, NED (7.76, 20.13, 1.53).
[INFO] [1780500560.032116762] [microamp_factor_graph_tracking]: Processed GNSS at 1700000082.00, NED (5.08, 18.43, -1.04).
[INFO] [1780500560.133556553] [microamp_factor_graph_tracking]: Processed GNSS at 1700000083.00, NED (3.46, 16.79, -1.52).
[INFO] [1780500560.232575095] [microamp_factor_graph_tracking]: Processed GNSS at 1700000084.00, NED (4.41, 17.90, 0.85).
[INFO] [1780500560.335576512] [microamp_factor_graph_tracking]: Processed GNSS at 1700000085.00, NED (4.78, 15.57, 2.39).
[INFO] [1780500560.431838512] [microamp_factor_graph_tracking]: Processed GNSS at 1700000086.00, NED (3.56, 10.74, 1.89).
[INFO] [1780500560.532234095] [microamp_factor_graph_tracking]: Processed GNSS at 1700000087.00, NED (-0.03, 14.54, -0.11).
[INFO] [1780500560.637734595] [microamp_factor_graph_tracking]: Processed GNSS at 1700000088.00, NED (1.88, 10.82, 1.39).
[INFO] [1780500560.733806595] [microamp_factor_graph_tracking]: Processed GNSS at 1700000089.00, NED (0.18, 9.50, 1.95).
[INFO] [1780500560.838107304] [microamp_factor_graph_tracking]: Processed GNSS at 1700000090.00, NED (1.69, 4.73, -0.38).
[INFO] [1780500560.933213637] [microamp_factor_graph_tracking]: Processed GNSS at 1700000091.00, NED (2.51, 5.62, -0.13).
[INFO] [1780500561.034758679] [microamp_factor_graph_tracking]: Processed GNSS at 1700000092.00, NED (-0.61, 4.37, -0.71).
[INFO] [1780500561.133026596] [microamp_factor_graph_tracking]: Processed GNSS at 1700000093.00, NED (1.74, 3.07, 2.59).
[INFO] [1780500561.233055346] [microamp_factor_graph_tracking]: Processed GNSS at 1700000094.00, NED (1.30, 0.36, 1.01).
[INFO] [1780500561.336083762] [microamp_factor_graph_tracking]: Processed GNSS at 1700000095.00, NED (-0.94, 0.02, 1.60).
[INFO] [1780500561.433149304] [microamp_factor_graph_tracking]: Processed GNSS at 1700000096.00, NED (-0.56, -5.05, -0.07).
[INFO] [1780500561.533311221] [microamp_factor_graph_tracking]: Processed GNSS at 1700000097.00, NED (1.62, -6.18, 0.05).
[INFO] [1780500561.632866138] [microamp_factor_graph_tracking]: Processed GNSS at 1700000098.00, NED (-0.84, -5.71, 0.51).
[INFO] [1780500561.732700304] [microamp_factor_graph_tracking]: Processed GNSS at 1700000099.00, NED (-0.86, -8.06, 1.03).
[INFO] [1780500561.836625221] [microamp_factor_graph_tracking]: Processed GNSS at 1700000100.00, NED (-0.21, -12.36, 1.80).
[INFO] [1780500561.934226096] [microamp_factor_graph_tracking]: Processed GNSS at 1700000101.00, NED (2.81, -12.43, -1.13).
[INFO] [1780500562.034371513] [microamp_factor_graph_tracking]: Processed GNSS at 1700000102.00, NED (6.57, -15.88, -2.27).
[INFO] [1780500562.135132638] [microamp_factor_graph_tracking]: Processed GNSS at 1700000103.00, NED (5.43, -14.10, -2.49).
[INFO] [1780500562.234740596] [microamp_factor_graph_tracking]: Processed GNSS at 1700000104.00, NED (4.77, -15.11, 0.21).
[INFO] [1780500562.348438930] [microamp_factor_graph_tracking]: Processed GNSS at 1700000105.00, NED (5.91, -19.73, -0.89).
[INFO] [1780500562.436373263] [microamp_factor_graph_tracking]: Processed GNSS at 1700000106.00, NED (6.43, -19.78, 2.40).
[INFO] [1780500562.531766846] [microamp_factor_graph_tracking]: Processed GNSS at 1700000107.00, NED (6.70, -20.30, 3.00).
[INFO] [1780500562.634131638] [microamp_factor_graph_tracking]: Processed GNSS at 1700000108.00, NED (8.53, -17.52, 1.10).
[INFO] [1780500562.735091096] [microamp_factor_graph_tracking]: Processed GNSS at 1700000109.00, NED (9.34, -19.54, -0.79).
[INFO] [1780500562.848631138] [microamp_factor_graph_tracking]: Processed GNSS at 1700000110.00, NED (9.75, -18.26, 1.02).
[INFO] [1780500562.936121930] [microamp_factor_graph_tracking]: Processed GNSS at 1700000111.00, NED (13.43, -18.84, -2.54).
[INFO] [1780500563.034183138] [microamp_factor_graph_tracking]: Processed GNSS at 1700000112.00, NED (11.82, -18.13, 2.21).
[INFO] [1780500563.134220305] [microamp_factor_graph_tracking]: Processed GNSS at 1700000113.00, NED (11.74, -19.81, 1.43).
[INFO] [1780500563.235550805] [microamp_factor_graph_tracking]: Processed GNSS at 1700000114.00, NED (13.45, -17.52, 1.57).
[INFO] [1780500563.339154972] [microamp_factor_graph_tracking]: Processed GNSS at 1700000115.00, NED (15.29, -15.89, 0.21).
[INFO] [1780500563.433816013] [microamp_factor_graph_tracking]: Processed GNSS at 1700000116.00, NED (15.86, -15.08, 4.97).
[INFO] [1780500563.533583638] [microamp_factor_graph_tracking]: Processed GNSS at 1700000117.00, NED (17.46, -14.69, -1.30).
[INFO] [1780500563.632061722] [microamp_factor_graph_tracking]: Processed GNSS at 1700000118.00, NED (18.91, -11.04, -0.02).
[INFO] [1780500563.732453764] [microamp_factor_graph_tracking]: Processed GNSS at 1700000119.00, NED (18.05, -12.34, -3.20).
[INFO] [1780500563.834038930] [microamp_factor_graph_tracking]: Processed GNSS at 1700000120.00, NED (21.91, -11.14, 2.41).
[INFO] [1780500563.931563805] [microamp_factor_graph_tracking]: Initialized ROV 1 at NED (15.42, 24.66, 18.06), t_sent=1700000120.00
[INFO] [1780500563.935705805] [microamp_factor_graph_tracking]: Processed GNSS at 1700000121.00, NED (23.48, -7.98, 0.22).
[INFO] [1780500564.032064014] [microamp_factor_graph_tracking]: Processed GNSS at 1700000122.00, NED (23.22, -5.23, 1.11).
[INFO] [1780500564.136073597] [microamp_factor_graph_tracking]: Processed GNSS at 1700000123.00, NED (22.85, -5.32, 0.48).
[INFO] [1780500564.235095639] [microamp_factor_graph_tracking]: Processed GNSS at 1700000124.00, NED (23.13, -3.13, 0.75).
[INFO] [1780500564.337912833] [microamp_factor_graph_tracking]: Processed GNSS at 1700000125.00, NED (30.27, 1.08, 1.20).
[INFO] [1780500564.431579166] [microamp_factor_graph_tracking]: Processed GNSS at 1700000126.00, NED (31.65, -3.18, -0.41).
[INFO] [1780500564.531814875] [microamp_factor_graph_tracking]: Processed GNSS at 1700000127.00, NED (33.81, 2.47, 0.43).
[INFO] [1780500564.633015166] [microamp_factor_graph_tracking]: Processed GNSS at 1700000128.00, NED (33.34, 3.97, -2.64).
[INFO] [1780500564.732353083] [microamp_factor_graph_tracking]: Processed GNSS at 1700000129.00, NED (35.66, 5.72, 1.37).
[INFO] [1780500564.845252500] [microamp_factor_graph_tracking]: Processed GNSS at 1700000130.00, NED (34.09, 10.41, -0.80).
[INFO] [1780500564.936327291] [microamp_factor_graph_tracking]: Processed GNSS at 1700000131.00, NED (37.28, 10.57, -2.82).
[INFO] [1780500565.037075708] [microamp_factor_graph_tracking]: Processed GNSS at 1700000132.00, NED (39.84, 13.72, 0.80).
[INFO] [1780500565.136568000] [microamp_factor_graph_tracking]: Processed GNSS at 1700000133.00, NED (41.85, 14.42, 3.17).
[INFO] [1780500565.235366333] [microamp_factor_graph_tracking]: Processed GNSS at 1700000134.00, NED (39.23, 13.04, 1.01).
[INFO] [1780500565.347864167] [microamp_factor_graph_tracking]: Processed GNSS at 1700000135.00, NED (45.05, 19.30, -2.65).
[INFO] [1780500565.436421125] [microamp_factor_graph_tracking]: Processed GNSS at 1700000136.00, NED (45.77, 19.16, 2.31).
[INFO] [1780500565.540438792] [microamp_factor_graph_tracking]: Processed GNSS at 1700000137.00, NED (44.48, 20.42, 0.41).
[INFO] [1780500565.635440917] [microamp_factor_graph_tracking]: Processed GNSS at 1700000138.00, NED (47.16, 19.71, -0.43).
[INFO] [1780500565.737840875] [microamp_factor_graph_tracking]: Processed GNSS at 1700000139.00, NED (48.33, 19.15, 0.31).
[INFO] [1780500565.844388250] [microamp_factor_graph_tracking]: Processed GNSS at 1700000140.00, NED (50.98, 19.73, -2.29).
[INFO] [1780500565.938512417] [microamp_factor_graph_tracking]: Processed GNSS at 1700000141.00, NED (49.68, 21.62, -2.59).
[INFO] [1780500566.036541125] [microamp_factor_graph_tracking]: Processed GNSS at 1700000142.00, NED (51.00, 19.81, 0.63).
[INFO] [1780500566.134606542] [microamp_factor_graph_tracking]: Processed GNSS at 1700000143.00, NED (51.62, 21.50, 3.77).
[INFO] [1780500566.247408375] [microamp_factor_graph_tracking]: Processed GNSS at 1700000144.00, NED (55.24, 20.96, -0.60).
[INFO] [1780500566.345421250] [microamp_factor_graph_tracking]: Processed GNSS at 1700000145.00, NED (53.25, 19.77, 1.04).
[INFO] [1780500566.441290709] [microamp_factor_graph_tracking]: Processed GNSS at 1700000146.00, NED (55.66, 18.14, 0.23).
[INFO] [1780500566.533858251] [microamp_factor_graph_tracking]: Processed GNSS at 1700000147.00, NED (56.76, 17.58, -3.27).
[INFO] [1780500566.632148667] [microamp_factor_graph_tracking]: Processed GNSS at 1700000148.00, NED (56.86, 15.64, -1.15).
[INFO] [1780500566.736577876] [microamp_factor_graph_tracking]: Processed GNSS at 1700000149.00, NED (59.87, 13.45, -2.02).
[INFO] [1780500566.842873167] [microamp_factor_graph_tracking]: Processed GNSS at 1700000150.00, NED (58.70, 11.82, 0.77).
[INFO] [1780500566.936902501] [microamp_factor_graph_tracking]: Processed GNSS at 1700000151.00, NED (57.29, 10.74, 2.35).
[INFO] [1780500567.032539542] [microamp_factor_graph_tracking]: Processed GNSS at 1700000152.00, NED (59.91, 11.65, 2.81).
[INFO] [1780500567.136102793] [microamp_factor_graph_tracking]: Processed GNSS at 1700000153.00, NED (59.11, 7.06, 0.50).
[INFO] [1780500567.246076543] [microamp_factor_graph_tracking]: Processed GNSS at 1700000154.00, NED (61.51, 4.38, 1.52).
[INFO] [1780500567.345218293] [microamp_factor_graph_tracking]: Processed GNSS at 1700000155.00, NED (60.09, 2.46, 0.87).
[INFO] [1780500567.434661459] [microamp_factor_graph_tracking]: Processed GNSS at 1700000156.00, NED (60.04, 2.71, 0.92).
[INFO] [1780500567.532634876] [microamp_factor_graph_tracking]: Processed GNSS at 1700000157.00, NED (58.28, -2.52, -6.11).
[INFO] [1780500567.633116251] [microamp_factor_graph_tracking]: Processed GNSS at 1700000158.00, NED (63.16, -1.27, 0.90).
[INFO] [1780500567.732984376] [microamp_factor_graph_tracking]: Processed GNSS at 1700000159.00, NED (58.06, -4.70, -2.52).
[INFO] [1780500567.851451543] [microamp_factor_graph_tracking]: Processed GNSS at 1700000160.00, NED (60.01, -6.32, -0.96).
[INFO] [1780500567.943489585] [microamp_factor_graph_tracking]: Processed GNSS at 1700000161.00, NED (60.35, -7.85, -0.19).
[INFO] [1780500568.046879001] [microamp_factor_graph_tracking]: Processed GNSS at 1700000162.00, NED (59.38, -10.00, -0.46).
[INFO] [1780500568.135906835] [microamp_factor_graph_tracking]: Processed GNSS at 1700000163.00, NED (59.09, -11.53, -4.12).
[INFO] [1780500568.246996668] [microamp_factor_graph_tracking]: Processed GNSS at 1700000164.00, NED (57.76, -14.61, -1.07).
[INFO] [1780500568.345224210] [microamp_factor_graph_tracking]: Processed GNSS at 1700000165.00, NED (58.11, -14.12, -3.35).
[INFO] [1780500568.433253793] [microamp_factor_graph_tracking]: Processed GNSS at 1700000166.00, NED (55.75, -13.90, 0.59).
[INFO] [1780500568.533809252] [microamp_factor_graph_tracking]: Processed GNSS at 1700000167.00, NED (57.04, -17.55, 2.05).
[INFO] [1780500568.632955460] [microamp_factor_graph_tracking]: Processed GNSS at 1700000168.00, NED (56.32, -15.41, -0.29).
[INFO] [1780500568.733188252] [microamp_factor_graph_tracking]: Processed GNSS at 1700000169.00, NED (56.60, -20.41, 0.67).
[INFO] [1780500568.838125502] [microamp_factor_graph_tracking]: Processed GNSS at 1700000170.00, NED (53.67, -19.62, -3.39).
[INFO] [1780500568.944863293] [microamp_factor_graph_tracking]: Processed GNSS at 1700000171.00, NED (51.66, -18.41, -0.72).
[INFO] [1780500569.034441377] [microamp_factor_graph_tracking]: Processed GNSS at 1700000172.00, NED (51.60, -22.37, -0.55).
[INFO] [1780500569.148725335] [microamp_factor_graph_tracking]: Processed GNSS at 1700000173.00, NED (53.31, -19.03, -0.02).
[INFO] [1780500569.242288669] [microamp_factor_graph_tracking]: Processed GNSS at 1700000174.00, NED (51.12, -20.95, -2.39).
[INFO] [1780500569.341664210] [microamp_factor_graph_tracking]: Processed GNSS at 1700000175.00, NED (47.69, -17.28, -0.63).
[INFO] [1780500569.444778835] [microamp_factor_graph_tracking]: Processed GNSS at 1700000176.00, NED (46.82, -17.27, 0.16).
[INFO] [1780500569.533965669] [microamp_factor_graph_tracking]: Processed GNSS at 1700000177.00, NED (45.35, -21.01, 0.59).
[INFO] [1780500569.633172460] [microamp_factor_graph_tracking]: Processed GNSS at 1700000178.00, NED (46.41, -17.57, 1.61).
[INFO] [1780500569.736760960] [microamp_factor_graph_tracking]: Processed GNSS at 1700000179.00, NED (43.34, -14.61, -2.29).
[INFO] [1780500569.852729752] [microamp_factor_graph_tracking]: Processed GNSS at 1700000180.00, NED (42.74, -15.83, -0.12).
[INFO] [1780500569.937256086] [microamp_factor_graph_tracking]: Processed GNSS at 1700000181.00, NED (39.72, -11.81, -0.79).
[INFO] [1780500570.039668002] [microamp_factor_graph_tracking]: Processed GNSS at 1700000182.00, NED (38.30, -9.23, -1.97).
[INFO] [1780500570.136420377] [microamp_factor_graph_tracking]: Processed GNSS at 1700000183.00, NED (37.63, -10.08, 2.53).
[INFO] [1780500570.235286752] [microamp_factor_graph_tracking]: Processed GNSS at 1700000184.00, NED (36.14, -10.28, 0.96).
[INFO] [1780500570.345426086] [microamp_factor_graph_tracking]: Processed GNSS at 1700000185.00, NED (33.48, -9.01, -2.01).
[INFO] [1780500570.453198752] [microamp_factor_graph_tracking]: Processed GNSS at 1700000186.00, NED (34.90, -3.62, 3.52).
[INFO] [1780500570.544833294] [microamp_factor_graph_tracking]: Processed GNSS at 1700000187.00, NED (29.27, -3.85, 1.26).
[INFO] [1780500570.633419128] [microamp_factor_graph_tracking]: Processed GNSS at 1700000188.00, NED (30.53, -2.17, -1.90).
[INFO] [1780500570.733197003] [microamp_factor_graph_tracking]: Processed GNSS at 1700000189.00, NED (29.68, 0.28, 1.88).
[INFO] [1780500570.849878169] [microamp_factor_graph_tracking]: Processed GNSS at 1700000190.00, NED (26.21, 2.72, -0.01).
[INFO] [1780500570.937033294] [microamp_factor_graph_tracking]: Processed GNSS at 1700000191.00, NED (25.07, 4.37, -1.66).
[INFO] [1780500571.046771794] [microamp_factor_graph_tracking]: Processed GNSS at 1700000192.00, NED (22.86, 6.89, 0.44).
[INFO] [1780500571.141105461] [microamp_factor_graph_tracking]: Processed GNSS at 1700000193.00, NED (21.45, 8.64, 1.57).
[INFO] [1780500571.233478753] [microamp_factor_graph_tracking]: Processed GNSS at 1700000194.00, NED (19.83, 10.57, 1.26).
[INFO] [1780500571.364861711] [microamp_factor_graph_tracking]: Processed GNSS at 1700000195.00, NED (20.28, 11.32, -1.39).
[INFO] [1780500571.435694211] [microamp_factor_graph_tracking]: Processed GNSS at 1700000196.00, NED (17.34, 17.86, -0.17).
[INFO] [1780500571.539651086] [microamp_factor_graph_tracking]: Processed GNSS at 1700000197.00, NED (17.02, 13.40, 3.43).
[INFO] [1780500571.636295795] [microamp_factor_graph_tracking]: Processed GNSS at 1700000198.00, NED (14.85, 15.07, 0.97).
[INFO] [1780500571.733991420] [microamp_factor_graph_tracking]: Processed GNSS at 1700000199.00, NED (12.34, 16.10, 1.41).
[INFO] [1780500571.841426295] [microamp_factor_graph_tracking]: Processed GNSS at 1700000200.00, NED (13.87, 17.71, -1.02).
[INFO] [1780500571.949128878] [microamp_factor_graph_tracking]: Processed GNSS at 1700000201.00, NED (11.44, 17.92, -5.25).
[INFO] [1780500572.046054378] [microamp_factor_graph_tracking]: Processed GNSS at 1700000202.00, NED (11.77, 19.04, 2.47).
[INFO] [1780500572.147868378] [microamp_factor_graph_tracking]: Processed GNSS at 1700000203.00, NED (10.45, 20.74, -0.78).
[INFO] [1780500572.249482670] [microamp_factor_graph_tracking]: Processed GNSS at 1700000204.00, NED (10.53, 17.37, 2.25).
[INFO] [1780500572.339075045] [microamp_factor_graph_tracking]: Processed GNSS at 1700000205.00, NED (9.51, 17.24, 0.21).
